date,material_id,daily_demand,actual_lead_time_days,nominal_lead_time_days,lt_deviation_days,transit_delay_days,delay_event,stock_level,stock_cover_days,po_slippage_days,qi_rejection,demand_rolling_slope,safety_stock,moq,transit_risk_level,month_sin,month_cos,dow_sin,month,quarter,day_of_year,exception_label
2020-05-09,FG-100001,6.895,7,7,0,0.0,0,39.34,5.71,0,0,0.01872,25,10,0,0.5,-0.866,-0.9749,5,2,130,EXPEDITE
2020-05-10,FG-100001,7.259,6,7,-1,0.0,0,32.08,4.42,0,0,0.01616,25,10,0,0.5,-0.866,-0.7818,5,2,131,EXPEDITE
2020-05-11,FG-100001,6.457,8,7,1,0.0,0,25.62,3.97,0,0,0.01848,25,10,0,0.5,-0.866,0.0,5,2,132,EXPEDITE
2020-05-12,FG-100001,7.876,6,7,-1,0.0,0,17.75,2.25,0,0,0.02395,25,10,0,0.5,-0.866,0.7818,5,2,133,EXPEDITE
2020-05-13,FG-100001,7.147,7,7,0,0.0,0,10.6,1.48,5,0,0.03037,25,10,0,0.5,-0.866,0.9749,5,2,134,SHORTAGE
2020-05-14,FG-100001,6.144,7,7,0,0.0,0,4.45,0.73,0,0,0.03674,25,10,0,0.5,-0.866,0.4339,5,2,135,SHORTAGE
2020-05-15,FG-100001,6.372,7,7,0,0.0,0,0.0,0.0,0,0,0.02787,25,10,0,0.5,-0.866,-0.4339,5,2,136,SHORTAGE
2020-05-16,FG-100001,7.201,7,7,0,0.0,0,44.5,6.18,0,0,0.0236,25,10,0,0.5,-0.866,-0.9749,5,2,137,EXPEDITE
2020-05-17,FG-100001,7.451,7,7,0,0.0,0,37.05,4.97,0,0,0.02064,25,10,0,0.5,-0.866,-0.7818,5,2,138,EXPEDITE
2020-05-18,FG-100001,8.131,7,7,0,0.0,0,28.92,3.56,0,0,0.02122,25,10,0,0.5,-0.866,0.0,5,2,139,EXPEDITE
2020-05-19,FG-100001,8.643,8,7,1,1.85,1,83.63,9.68,0,0,0.03083,25,10,0,0.5,-0.866,0.7818,5,2,140,NO_EXCEPTION
2020-05-20,FG-100001,6.9,7,7,0,0.0,0,76.73,11.12,0,0,0.03084,25,10,0,0.5,-0.866,0.9749,5,2,141,NO_EXCEPTION
2020-05-21,FG-100001,5.927,8,7,1,0.84,1,70.8,11.95,0,0,0.02789,25,10,0,0.5,-0.866,0.4339,5,2,142,NO_EXCEPTION
2020-05-22,FG-100001,5.155,7,7,0,0.0,0,65.65,12.73,0,0,0.01749,25,10,0,0.5,-0.866,-0.4339,5,2,143,NO_EXCEPTION
2020-05-23,FG-100001,6.724,7,7,0,0.0,0,58.92,8.76,0,0,-0.00148,25,10,0,0.5,-0.866,-0.9749,5,2,144,NO_EXCEPTION
2020-05-24,FG-100001,6.034,7,7,0,0.0,0,52.89,8.76,0,0,-0.01376,25,10,0,0.5,-0.866,-0.7818,5,2,145,NO_EXCEPTION
2020-05-25,FG-100001,6.336,7,7,0,0.0,0,46.55,7.35,0,0,-0.02386,25,10,0,0.5,-0.866,0.0,5,2,146,EXPEDITE
2020-05-26,FG-100001,6.264,7,7,0,0.0,0,40.29,6.43,0,0,-0.03422,25,10,0,0.5,-0.866,0.7818,5,2,147,EXPEDITE
2020-05-27,FG-100001,6.657,7,7,0,0.0,0,33.63,5.05,0,0,-0.04109,25,10,0,0.5,-0.866,0.9749,5,2,148,EXPEDITE
2020-05-28,FG-100001,7.576,14,7,7,5.74,1,26.05,3.44,0,0,-0.04559,25,10,0,0.5,-0.866,0.4339,5,2,149,EXPEDITE
2020-05-29,FG-100001,7.059,6,7,-1,0.0,0,19.0,2.69,0,0,-0.03591,25,10,0,0.5,-0.866,-0.4339,5,2,150,EXPEDITE
2020-05-30,FG-100001,6.946,7,7,0,0.0,0,12.05,1.73,0,0,-0.03749,25,10,0,0.5,-0.866,-0.9749,5,2,151,SHORTAGE
2020-05-31,FG-100001,6.425,6,7,-1,0.0,0,5.62,0.88,0,0,-0.04305,25,10,0,0.5,-0.866,-0.7818,5,2,152,SHORTAGE
2020-06-01,FG-100001,6.054,7,7,0,0.0,0,0.0,0.0,0,0,-0.04557,25,10,0,0.0,-1.0,0.0,6,2,153,SHORTAGE
2020-06-02,FG-100001,7.009,8,7,1,0.0,0,0.0,0.0,0,0,-0.04917,25,10,0,0.0,-1.0,0.7818,6,2,154,SHORTAGE
2020-06-03,FG-100001,7.41,7,7,0,0.0,0,0.0,0.0,2,0,-0.03949,25,10,0,0.0,-1.0,0.9749,6,2,155,SHORTAGE
2020-06-04,FG-100001,8.843,7,7,0,0.0,0,0.0,0.0,0,0,-0.02869,25,10,0,0.0,-1.0,0.4339,6,2,156,SHORTAGE
2020-06-05,FG-100001,7.658,7,7,0,0.0,0,0.0,0.0,0,0,-0.01037,25,10,0,0.0,-1.0,-0.4339,6,2,157,SHORTAGE
2020-06-06,FG-100001,8.328,7,7,0,0.0,0,0.0,0.0,0,0,0.00596,25,10,0,0.0,-1.0,-0.9749,6,2,158,SHORTAGE
2020-06-07,FG-100001,7.204,7,7,0,0.0,0,0.0,0.0,0,0,0.0133,25,10,0,0.0,-1.0,-0.7818,6,2,159,SHORTAGE
2020-06-08,FG-100001,6.663,7,7,0,0.0,0,0.0,0.0,0,0,0.01554,25,10,0,0.0,-1.0,0.0,6,2,160,SHORTAGE
2020-06-09,FG-100001,6.787,7,7,0,0.0,0,37.63,5.54,0,0,0.01261,25,10,0,0.0,-1.0,0.7818,6,2,161,EXPEDITE
2020-06-10,FG-100001,6.906,7,7,0,0.0,0,30.72,4.45,0,0,0.01309,25,10,0,0.0,-1.0,0.9749,6,2,162,EXPEDITE
2020-06-11,FG-100001,8.928,7,7,0,0.0,0,21.79,2.44,0,0,0.00901,25,10,0,0.0,-1.0,0.4339,6,2,163,EXPEDITE
2020-06-12,FG-100001,6.666,7,7,0,0.0,0,15.13,2.27,0,0,0.02757,25,10,0,0.0,-1.0,-0.4339,6,2,164,EXPEDITE
2020-06-13,FG-100001,7.755,6,7,-1,0.0,0,7.37,0.95,0,0,0.02604,25,10,0,0.0,-1.0,-0.9749,6,2,165,SHORTAGE
2020-06-14,FG-100001,6.406,7,7,0,0.0,0,0.97,0.15,0,0,0.02482,25,10,0,0.0,-1.0,-0.7818,6,2,166,SHORTAGE
2020-06-15,FG-100001,7.573,7,7,0,0.0,0,0.0,0.0,0,0,0.01576,25,10,0,0.0,-1.0,0.0,6,2,167,SHORTAGE
2020-06-16,FG-100001,7.081,7,7,0,0.0,0,0.0,0.0,0,0,0.01993,25,10,0,0.0,-1.0,0.7818,6,2,168,SHORTAGE
