date,material_id,description,mat_type,supplier,daily_demand,actual_lead_time_days,nominal_lead_time_days,lt_deviation_days,transit_delay_days,delay_event,stock_level,stock_cover_days,po_slippage_days,qi_rejection,safety_stock,reorder_point,moq,transit_risk_level,demand_rolling_slope,month_sin,month_cos,dow_sin,month,quarter,day_of_year,exception_label
2020-02-05,FG-100001,E-Motor Assembly,FERT,Vendor-managed,8.281,8,7,1,0.0,0,12.38,1.49,0,0,25,30,10,0,0.00284,0.866,0.5,0.9749,2,1,36,SHORTAGE
2020-02-06,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.403,6,7,-1,0.0,0,4.98,0.67,6,0,25,30,10,0,0.00614,0.866,0.5,0.4339,2,1,37,SHORTAGE
2020-02-07,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.884,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.01021,0.866,0.5,-0.4339,2,1,38,SHORTAGE
2020-02-08,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.903,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.0089,0.866,0.5,-0.9749,2,1,39,SHORTAGE
2020-02-09,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.999,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00932,0.866,0.5,-0.7818,2,1,40,SHORTAGE
2020-02-10,FG-100001,E-Motor Assembly,FERT,Vendor-managed,8.035,7,7,0,0.0,0,0.0,0.0,1,0,25,30,10,0,0.01275,0.866,0.5,0.0,2,1,41,SHORTAGE
2020-02-11,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.832,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.0242,0.866,0.5,0.7818,2,1,42,SHORTAGE
2020-02-12,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.874,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.03344,0.866,0.5,0.9749,2,1,43,SHORTAGE
2020-02-13,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.456,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.03253,0.866,0.5,0.4339,2,1,44,SHORTAGE
2020-02-14,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.285,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.04014,0.866,0.5,-0.4339,2,1,45,SHORTAGE
2020-02-15,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.266,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.04306,0.866,0.5,-0.9749,2,1,46,SHORTAGE
2020-02-16,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.631,7,7,0,0.0,0,0.0,0.0,7,0,25,30,10,0,0.03898,0.866,0.5,-0.7818,2,1,47,SHORTAGE
2020-02-17,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.087,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.04204,0.866,0.5,0.0,2,1,48,SHORTAGE
2020-02-18,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.318,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.03463,0.866,0.5,0.7818,2,1,49,SHORTAGE
2020-02-19,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.83,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.0362,0.866,0.5,0.9749,2,1,50,SHORTAGE
2020-02-20,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.926,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.02993,0.866,0.5,0.4339,2,1,51,SHORTAGE
2020-02-21,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.119,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.02322,0.866,0.5,-0.4339,2,1,52,SHORTAGE
2020-02-22,FG-100001,E-Motor Assembly,FERT,Vendor-managed,5.706,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.01511,0.866,0.5,-0.9749,2,1,53,SHORTAGE
2020-02-23,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.469,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00586,0.866,0.5,-0.7818,2,1,54,SHORTAGE
2020-02-24,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.391,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.00386,0.866,0.5,0.0,2,1,55,SHORTAGE
2020-02-25,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.318,9,7,2,1.19,1,51.19,8.1,0,0,25,30,10,0,-0.01516,0.866,0.5,0.7818,2,1,56,EXPEDITE
2020-02-26,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.623,8,7,1,0.0,0,44.57,6.73,0,0,25,30,10,0,-0.02634,0.866,0.5,0.9749,2,1,57,EXPEDITE
2020-02-27,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.916,7,7,0,0.0,0,36.65,4.63,0,0,25,30,10,0,-0.03107,0.866,0.5,0.4339,2,1,58,EXPEDITE
2020-02-28,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.37,7,7,0,0.0,0,30.28,4.75,0,0,25,30,10,0,-0.02749,0.866,0.5,-0.4339,2,1,59,EXPEDITE
2020-02-29,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.755,5,7,-2,0.0,0,22.53,2.9,7,0,25,30,10,0,-0.03344,0.866,0.5,-0.9749,2,1,60,EXPEDITE
2020-03-01,FG-100001,E-Motor Assembly,FERT,Vendor-managed,5.965,7,7,0,0.0,0,16.56,2.78,0,0,25,30,10,0,-0.02933,1.0,0.0,-0.7818,3,1,61,EXPEDITE
2020-03-02,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.029,6,7,-1,0.0,0,9.53,1.36,0,0,25,30,10,0,-0.02803,1.0,0.0,0.0,3,1,62,SHORTAGE
2020-03-03,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.489,7,7,0,0.0,0,2.04,0.27,0,0,25,30,10,0,-0.03035,1.0,0.0,0.7818,3,1,63,SHORTAGE
2020-03-04,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.894,7,7,0,1.17,1,0.0,0.0,0,0,25,30,10,0,-0.02967,1.0,0.0,0.9749,3,1,64,SHORTAGE
2020-03-05,FG-100001,E-Motor Assembly,FERT,Vendor-managed,8.069,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.02759,1.0,0.0,0.4339,3,1,65,SHORTAGE
2020-03-06,FG-100001,E-Motor Assembly,FERT,Vendor-managed,8.196,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.01714,1.0,0.0,-0.4339,3,1,66,SHORTAGE
2020-03-07,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.37,6,7,-1,0.0,0,0.0,0.0,5,0,25,30,10,0,-0.00286,1.0,0.0,-0.9749,3,1,67,SHORTAGE
2020-03-08,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.305,7,7,0,0.81,1,0.0,0.0,4,0,25,30,10,0,6e-05,1.0,0.0,-0.7818,3,1,68,SHORTAGE
2020-03-09,FG-100001,E-Motor Assembly,FERT,Vendor-managed,8.318,5,7,-2,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.001,1.0,0.0,0.0,3,1,69,SHORTAGE
2020-03-10,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.495,7,7,0,0.0,0,46.18,6.16,0,0,25,30,10,0,0.00442,1.0,0.0,0.7818,3,1,70,EXPEDITE
2020-03-11,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.633,7,7,0,0.0,0,39.54,5.96,0,0,25,30,10,0,0.01147,1.0,0.0,0.9749,3,1,71,EXPEDITE
2020-03-12,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.69,6,7,-1,0.0,0,32.85,4.91,0,0,25,30,10,0,0.01342,1.0,0.0,0.4339,3,1,72,EXPEDITE
2020-03-13,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.785,7,7,0,0.0,0,26.07,3.84,0,0,25,30,10,0,0.01496,1.0,0.0,-0.4339,3,1,73,EXPEDITE
2020-03-14,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.753,7,7,0,0.0,0,18.32,2.36,0,0,25,30,10,0,0.01102,1.0,0.0,-0.9749,3,1,74,EXPEDITE
2020-03-15,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.395,6,7,-1,0.0,0,10.92,1.48,0,0,25,30,10,0,0.01737,1.0,0.0,-0.7818,3,1,75,SHORTAGE
2020-03-16,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.688,7,7,0,0.0,0,3.23,0.42,0,0,25,30,10,0,0.0201,1.0,0.0,0.0,3,1,76,SHORTAGE
2020-03-17,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.788,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.02454,1.0,0.0,0.7818,3,1,77,SHORTAGE
2020-03-18,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.106,7,7,0,0.0,0,0.0,0.0,7,0,25,30,10,0,0.0255,1.0,0.0,0.9749,3,1,78,SHORTAGE
2020-03-19,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.339,7,7,0,0.0,0,0.0,0.0,6,0,25,30,10,0,0.02514,1.0,0.0,0.4339,3,1,79,SHORTAGE
2020-03-20,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.62,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.02787,1.0,0.0,-0.4339,3,1,80,SHORTAGE
2020-03-21,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.08,6,7,-1,0.0,0,0.0,0.0,7,0,25,30,10,0,0.02259,1.0,0.0,-0.9749,3,1,81,SHORTAGE
2020-03-22,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.283,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.02103,1.0,0.0,-0.7818,3,1,82,SHORTAGE
2020-03-23,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.462,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.01559,1.0,0.0,0.0,3,1,83,SHORTAGE
2020-03-24,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.448,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00193,1.0,0.0,0.7818,3,1,84,SHORTAGE
2020-03-25,FG-100001,E-Motor Assembly,FERT,Vendor-managed,5.919,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.00689,1.0,0.0,0.9749,3,1,85,SHORTAGE
2020-03-26,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.092,6,7,-1,0.0,0,0.0,0.0,6,0,25,30,10,0,-0.01965,1.0,0.0,0.4339,3,1,86,SHORTAGE
2020-03-27,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.5,8,7,1,0.39,1,0.0,0.0,0,0,25,30,10,0,-0.02514,1.0,0.0,-0.4339,3,1,87,SHORTAGE
2020-03-28,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.902,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.03269,1.0,0.0,-0.9749,3,1,88,SHORTAGE
2020-03-29,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.315,5,7,-2,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.02867,1.0,0.0,-0.7818,3,1,89,SHORTAGE
2020-03-30,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.39,8,7,1,0.0,0,51.2,6.93,0,0,25,30,10,0,-0.0322,1.0,0.0,0.0,3,1,90,EXPEDITE
2020-03-31,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.651,5,7,-2,0.0,0,43.55,5.69,0,0,25,30,10,0,-0.0261,1.0,0.0,0.7818,3,1,91,EXPEDITE
2020-04-01,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.202,7,7,0,0.0,0,36.34,5.05,0,0,25,30,10,0,-0.03052,0.866,-0.5,0.9749,4,2,92,EXPEDITE
2020-04-02,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.057,8,7,1,0.0,0,29.29,4.15,0,0,25,30,10,0,-0.03124,0.866,-0.5,0.4339,4,2,93,EXPEDITE
2020-04-03,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.396,7,7,0,0.0,0,21.89,2.96,0,0,25,30,10,0,-0.02981,0.866,-0.5,-0.4339,4,2,94,EXPEDITE
2020-04-04,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.259,6,7,-1,0.0,0,15.63,2.5,6,0,25,30,10,0,-0.0232,0.866,-0.5,-0.9749,4,2,95,EXPEDITE
2020-04-05,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.49,6,7,-1,0.0,0,9.14,1.41,4,0,25,30,10,0,-0.02249,0.866,-0.5,-0.7818,4,2,96,SHORTAGE
2020-04-06,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.618,8,7,1,0.0,0,2.52,0.38,4,0,25,30,10,0,-0.01862,0.866,-0.5,0.0,4,2,97,SHORTAGE
2020-04-07,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.884,5,7,-2,0.0,0,28.98,4.21,0,0,25,30,10,0,-0.01886,0.866,-0.5,0.7818,4,2,98,EXPEDITE
2020-04-08,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.949,8,7,1,0.0,0,21.03,2.65,0,0,25,30,10,0,-0.0175,0.866,-0.5,0.9749,4,2,99,EXPEDITE
2020-04-09,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.93,7,7,0,0.0,0,14.1,2.03,0,0,25,30,10,0,-0.00209,0.866,-0.5,0.4339,4,2,100,EXPEDITE
2020-04-10,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.288,7,7,0,0.8,1,6.81,0.93,0,0,25,30,10,0,0.00124,0.866,-0.5,-0.4339,4,2,101,SHORTAGE
2020-04-11,FG-100001,E-Motor Assembly,FERT,Vendor-managed,8.487,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00118,0.866,-0.5,-0.9749,4,2,102,SHORTAGE
2020-04-12,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.166,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00896,0.866,-0.5,-0.7818,4,2,103,SHORTAGE
2020-04-13,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.879,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00807,0.866,-0.5,0.0,4,2,104,SHORTAGE
2020-04-14,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.56,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.01828,0.866,-0.5,0.7818,4,2,105,SHORTAGE
2020-04-15,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.982,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.01746,0.866,-0.5,0.9749,4,2,106,SHORTAGE
2020-04-16,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.354,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.02175,0.866,-0.5,0.4339,4,2,107,SHORTAGE
2020-04-17,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.683,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.0161,0.866,-0.5,-0.4339,4,2,108,SHORTAGE
2020-04-18,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.396,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.01496,0.866,-0.5,-0.9749,4,2,109,SHORTAGE
2020-04-19,FG-100001,E-Motor Assembly,FERT,Vendor-managed,5.576,6,7,-1,0.0,0,0.0,0.0,3,0,25,30,10,0,0.02022,0.866,-0.5,-0.7818,4,2,110,SHORTAGE
2020-04-20,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.964,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00875,0.866,-0.5,0.0,4,2,111,SHORTAGE
2020-04-21,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.785,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00987,0.866,-0.5,0.7818,4,2,112,SHORTAGE
2020-04-22,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.208,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00439,0.866,-0.5,0.9749,4,2,113,SHORTAGE
2020-04-23,FG-100001,E-Motor Assembly,FERT,Vendor-managed,5.642,6,7,-1,0.0,0,0.0,0.0,5,0,25,30,10,0,-0.0038,0.866,-0.5,0.4339,4,2,114,SHORTAGE
2020-04-24,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.66,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.01563,0.866,-0.5,-0.4339,4,2,115,SHORTAGE
2020-04-25,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.298,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.02417,0.866,-0.5,-0.9749,4,2,116,SHORTAGE
2020-04-26,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.864,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.0273,0.866,-0.5,-0.7818,4,2,117,SHORTAGE
2020-04-27,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.796,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.0305,0.866,-0.5,0.0,4,2,118,SHORTAGE
2020-04-28,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.968,5,7,-2,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.03153,0.866,-0.5,0.7818,4,2,119,SHORTAGE
2020-04-29,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.797,7,7,0,0.0,0,0.0,0.0,4,0,25,30,10,0,-0.0221,0.866,-0.5,0.9749,4,2,120,SHORTAGE
2020-04-30,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.341,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.02,0.866,-0.5,0.4339,4,2,121,SHORTAGE
2020-05-01,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.294,6,7,-1,0.0,0,0.0,0.0,5,0,25,30,10,0,-0.01878,0.5,-0.866,-0.4339,5,2,122,SHORTAGE
2020-05-02,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.421,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.01392,0.5,-0.866,-0.9749,5,2,123,SHORTAGE
2020-05-03,FG-100001,E-Motor Assembly,FERT,Vendor-managed,8.348,6,7,-1,0.0,0,40.83,4.89,0,0,25,30,10,0,-0.00929,0.5,-0.866,-0.7818,5,2,124,EXPEDITE
2020-05-04,FG-100001,E-Motor Assembly,FERT,Vendor-managed,8.044,9,7,2,0.21,1,32.78,4.08,2,0,25,30,10,0,0.00351,0.5,-0.866,0.0,5,2,125,EXPEDITE
2020-05-05,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.75,7,7,0,0.0,0,25.03,3.23,1,0,25,30,10,0,0.00607,0.5,-0.866,0.7818,5,2,126,EXPEDITE
2020-05-06,FG-100001,E-Motor Assembly,FERT,Vendor-managed,8.623,7,7,0,0.0,0,16.41,1.9,0,0,25,30,10,0,0.00754,0.5,-0.866,0.9749,5,2,127,EXPEDITE
2020-05-07,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.644,6,7,-1,0.0,0,52.8,7.95,0,0,25,30,10,0,0.01496,0.5,-0.866,0.4339,5,2,128,NO_EXCEPTION
2020-05-08,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.054,6,7,-1,0.0,0,45.75,6.49,0,0,25,30,10,0,0.01055,0.5,-0.866,-0.4339,5,2,129,EXPEDITE
2020-05-09,FG-100001,E-Motor Assembly,FERT,Vendor-managed,6.814,7,7,0,0.0,0,38.93,5.71,0,0,25,30,10,0,0.01624,0.5,-0.866,-0.9749,5,2,130,EXPEDITE
2020-05-10,FG-100001,E-Motor Assembly,FERT,Vendor-managed,7.171,6,7,-1,0.0,0,31.76,4.43,0,0,25,30,10,0,0.01376,0.5,-0.866,-0.7818,5,2,131,EXPEDITE
